,Date,VCB_Close,VIC_Close,VHM_Close,BID_Close,TCB_Close,CTG_Close,HPG_Close,VPB_Close,FPT_Close,MBB_Close
49,20190319,28.7972,107.569,68.4407,20.1955,12.9711,15.4136,8.4613,7.1475,14.5798,8.5409
50,20190320,28.754,106.8578,67.1302,19.9196,12.8983,15.3468,8.5674,7.0985,14.5,8.6541
51,20190321,28.7109,104.013,64.2178,19.2022,12.6559,14.7463,8.4878,6.8537,14.3884,8.5975
52,20190322,28.8403,105.4354,66.3293,19.3678,12.6559,15.0132,8.4745,6.8537,14.3724,8.6352
53,20190325,28.2367,102.4128,64.8003,19.0367,12.4134,14.7797,8.3287,6.5926,14.165,8.3524
54,20190326,28.2367,101.0793,65.4555,18.9263,12.365,14.9131,8.3817,6.5926,14.2767,8.3524
55,20190327,28.2367,101.2571,65.6012,19.2574,12.4862,15.0132,8.5806,6.7558,14.3565,8.4467
56,20190328,28.754,103.0351,67.7854,19.6437,12.3892,15.1133,8.6072,6.6742,14.4043,8.4467
57,20190329,29.0127,103.0351,66.6205,19.754,12.4134,14.9799,8.5409,6.5926,14.516,8.4467
58,20190401,29.2282,103.5685,67.2758,19.5885,12.3892,14.8464,8.4745,6.609,14.6117,8.4467
59,20190402,29.0989,103.3907,67.1302,19.2022,12.365,14.6796,8.5143,6.5763,14.6755,8.4655
60,20190403,28.9696,102.1461,66.9845,19.6988,12.3407,14.5461,8.5143,6.511,15.0583,8.4844
61,20190404,29.1851,102.3239,66.9845,19.4781,12.3407,14.6796,8.5939,6.5274,15.2498,8.5409
62,20190405,29.3576,102.3239,67.4214,19.3402,12.3165,14.6129,8.6204,6.5437,15.2498,8.5798
63,20190408,30.0473,102.6795,68.8776,19.5885,12.2437,14.8798,8.5939,6.4784,15.2498,8.6572
64,20190409,30.0904,100.457,68.2951,19.7264,12.2922,14.7797,8.5143,6.511,15.0902,8.6185
65,20190410,29.7025,99.3902,67.3486,19.423,12.171,14.6129,8.4745,6.4784,14.9626,8.5023
66,20190411,29.53,102.235,68.0767,19.3954,12.171,14.6462,8.4745,6.4131,14.9945,8.5217
67,20190412,29.3145,100.6348,67.9311,19.1746,12.074,14.5795,8.5011,6.3479,15.3774,8.4829
68,20190416,29.0558,100.5459,66.2564,19.5885,11.9043,14.3793,8.4215,6.2499,15.2817,8.328
69,20190417,29.3145,97.79,65.3827,19.2022,12.0013,14.3126,8.3817,6.3479,15.4731,8.328
70,20190418,29.2714,96.901,64.8003,19.2022,11.7588,14.0123,8.3021,6.2989,15.4731,8.3474
71,20190419,29.3145,97.8789,64.8003,19.2298,11.7346,13.8789,8.3817,6.3315,15.4571,8.3667
72,20190422,29.2714,99.4791,65.5284,18.8712,11.5164,13.6787,8.448,6.3152,15.2817,8.2893
73,20190423,29.0989,100.457,64.8003,18.8712,11.4436,13.9122,8.4613,6.2336,15.2817,8.2505
74,20190424,29.53,101.1682,65.3099,19.0919,11.8073,14.2792,8.8459,6.2989,15.489,8.328
75,20190425,29.1851,100.9904,65.674,19.0367,11.7103,14.0457,8.7796,6.2173,15.5688,8.328
76,20190426,29.2714,101.0793,66.9845,19.2022,11.7103,14.1792,8.9122,6.2173,15.8081,8.4442
77,20190502,28.8403,100.9904,66.5477,19.0367,11.5649,14.0123,9.0183,6.1847,15.9038,8.4829
78,20190503,28.754,100.0125,65.8196,18.8712,11.6376,13.9456,9.0581,6.1847,15.9516,8.5604
79,20190506,28.5816,99.7458,64.8003,18.2642,11.2982,13.6453,8.8724,6.0215,15.5528,8.328
80,20190507,28.2798,100.1014,63.9994,18.2642,11.2497,13.612,8.8857,5.9562,15.8559,8.3086
81,20190508,28.0643,100.1014,62.3247,17.8504,11.1285,13.6453,8.7928,5.9562,15.84,8.2505
82,20190509,28.2367,100.1014,61.5238,17.1606,11.0557,13.4118,8.7265,5.9562,15.505,8.1343
83,20190510,28.2798,100.1903,61.1598,17.6572,11.2254,13.5453,8.7133,5.9889,15.6326,8.0956
84,20190513,28.4092,100.3681,61.8879,18.0435,11.2497,13.6453,8.5011,6.0052,15.7921,8.2311
85,20190514,28.7109,100.9015,61.8879,17.8779,11.1527,13.7121,8.5939,6.0378,16.0154,8.2505
86,20190515,28.7972,102.5017,62.616,18.1538,11.6134,14.1124,8.5939,6.1684,16.0792,8.3086
87,20190516,28.7972,103.9241,63.3441,17.9883,11.5164,14.0791,8.5674,6.1684,15.84,8.2505
88,20190517,28.7972,103.9241,63.1256,17.74,11.4436,14.1458,8.5541,6.152,15.9194,8.2118
89,20190520,29.2282,104.4575,63.1985,18.0435,11.5649,14.2459,8.7,6.1357,16.2059,8.1924
90,20190521,29.1851,104.4575,63.1256,18.2366,11.6618,14.1792,8.7265,6.201,16.4387,8.2505
91,20190522,28.9696,104.4575,62.98,18.3194,11.4921,14.3793,8.753,6.2336,16.2059,8.3474
92,20190523,29.142,104.013,62.98,18.4297,11.4679,14.346,8.6867,6.1194,16.3671,8.3861
93,20190524,28.6678,102.235,61.5238,17.9331,11.2497,14.1458,8.5276,6.0868,16.3313,8.2699
94,20190527,29.0558,102.235,61.451,17.9883,11.2254,14.1458,8.5409,6.1194,16.2059,8.2505
95,20190528,29.0558,101.346,60.7957,17.8228,11.2012,14.0123,8.5011,6.0378,16.0626,8.2699
96,20190529,29.0989,102.4128,60.8686,17.6572,11.0315,13.7788,8.6204,5.9725,15.794,8.2118
97,20190530,29.1851,102.235,60.1405,17.5469,11.1285,13.7788,8.4878,6.0052,15.9552,8.1924
98,20190531,28.9696,101.8794,59.7036,17.3813,10.9587,13.5453,8.5143,5.9399,15.794,8.0762
99,20190603,28.6678,101.7905,58.6843,16.8847,10.4254,13.2784,8.3552,5.8746,15.5792,7.8825
100,20190604,28.9696,101.8794,58.6843,17.6572,10.2799,13.3451,8.3794,5.8746,15.5075,7.8825
101,20190605,28.754,103.0351,58.6843,17.3262,10.3284,13.4118,8.207,5.8257,15.615,7.8438
102,20190606,28.4092,103.0351,58.4659,17.271,10.3526,13.5453,7.8277,5.8583,15.9373,7.8244
103,20190607,28.2798,104.013,59.8492,17.4917,10.4738,13.6453,7.9139,5.8583,16.188,7.96
104,20190610,28.754,104.5464,59.7036,17.4917,10.4254,13.6787,7.8966,5.9073,16.1522,7.9794
105,20190611,29.0558,104.013,59.6308,17.6021,10.4254,13.6787,7.9311,5.9236,16.188,8.0181
106,20190612,28.8834,103.124,58.2474,17.3813,10.3284,13.5119,7.9656,5.9236,16.1343,7.9794
107,20190613,29.0127,102.6795,58.2474,17.3813,10.2556,13.4452,7.9311,5.9399,15.9552,7.9794
108,20190614,29.8318,102.6795,58.1746,17.74,10.2799,13.5453,7.9139,6.0704,15.9015,8.0181
109,20190617,29.8318,101.7905,56.7912,17.7124,10.0859,13.6453,7.7415,6.0704,15.7761,8.0181
110,20190618,30.306,101.346,56.7912,17.6572,9.8435,13.5119,7.9484,6.0215,15.7761,7.9794
111,20190619,30.0904,103.0351,56.864,17.6572,9.7465,13.5119,8.2242,6.0541,15.991,7.9987
112,20190620,30.8233,103.124,57.0825,18.0159,9.9889,14.0123,8.138,6.2663,16.2596,8.2505
113,20190621,30.6078,101.7905,57.1553,17.9331,10.0859,14.2792,8.1725,6.2989,16.2596,8.2505
114,20190624,31.4699,103.4796,57.8834,17.9883,10.1344,14.2792,8.0518,6.2989,16.1701,8.2505
115,20190625,31.2113,103.4796,57.8834,17.7124,10.0617,14.0457,7.9656,6.3315,16.6536,8.173
116,20190626,30.3922,103.9241,57.5193,17.9331,9.892,13.9456,7.8966,6.2663,16.5282,8.0762
117,20190627,29.9611,102.1461,56.4272,17.6572,9.795,13.7788,7.7759,6.152,16.2596,7.9794
118,20190628,30.3922,102.8573,57.7378,17.4917,9.8677,13.0115,8.1035,6.1684,16.2954,8.0956
119,20190701,30.7371,104.1908,58.9755,17.8504,10.1829,13.9122,7.9311,6.3315,16.8685,8.1924
120,20190702,30.3922,102.9462,59.0483,17.6848,10.1344,13.8789,7.7932,6.2989,16.7968,8.1924
121,20190703,30.0042,102.5906,59.7036,17.7124,10.0859,14.0457,7.638,6.2663,16.761,8.1343
122,20190704,31.2544,103.5685,61.8879,18.0987,10.3769,14.1124,7.6897,6.3152,16.8147,8.1924
123,20190705,31.2975,103.7463,62.616,18.0987,10.3526,14.1124,7.6897,6.3315,16.6894,8.2505
124,20190708,30.7371,103.124,60.4317,17.9607,10.1344,13.9456,7.5001,6.3152,16.582,8.173
125,20190709,30.9957,103.124,60.5045,17.9883,10.0374,13.979,7.3621,6.2989,16.7431,8.2118
126,20190710,31.2544,103.8352,60.7229,17.8779,10.0374,14.0123,7.3621,6.3315,16.8506,8.173
127,20190711,31.901,103.5685,60.5045,18.4573,10.1829,14.3793,7.4311,6.4131,16.8326,8.2893
128,20190712,31.7717,103.124,60.5045,18.4297,10.0374,14.3126,7.5518,6.3642,16.8326,8.2699
129,20190715,32.3321,101.5238,59.7036,18.3746,10.2556,14.346,7.3966,6.3968,16.9401,8.3086
130,20190716,33.2805,103.0351,61.087,19.0643,10.2799,14.4794,7.4483,6.4295,16.9401,8.4248
131,20190717,32.8494,102.6795,61.1598,19.0643,10.2314,14.6129,7.3621,6.3315,16.8506,8.5604
132,20190718,32.9357,102.0572,61.1598,19.1471,10.1344,14.4461,7.2242,6.2989,16.761,8.5991
133,20190719,34.0565,103.124,61.5238,19.2574,10.2799,14.5795,7.1035,6.3315,17.2624,8.5991
134,20190722,34.0565,103.5685,61.5966,19.7264,10.2071,14.4127,7.1552,6.2336,17.3161,8.5991
135,20190723,34.0134,106.5022,62.4704,19.4505,10.2071,14.4461,7.4828,6.2336,17.4773,8.7928
136,20190724,33.1512,108.458,62.4704,19.0091,10.1587,14.1792,7.4311,6.2336,17.4057,8.7541
137,20190725,33.4961,109.5248,63.7081,19.423,10.1344,14.1792,7.7242,6.1357,17.4236,8.6766
138,20190726,33.841,108.5469,63.7081,19.754,10.0859,14.1458,7.7759,6.1194,17.4773,8.6572
139,20190729,34.9187,110.5916,63.9265,19.754,10.0859,13.9456,7.6208,6.1194,17.4057,8.696
140,20190730,34.7463,108.9025,61.1598,19.3126,10.0374,13.8122,7.4139,6.0868,17.1192,8.4636
141,20190731,34.5738,108.458,64.2178,19.5885,9.9647,13.8455,7.7759,6.0541,17.334,8.5991
